Date,Open,High,Low,Close,Volume,Name
25-02-2000,2498,2540,2280,2317.3,72050,HCLTECH
28-02-2000,2200,2300,2132,2262.75,67550,HCLTECH
29-02-2000,2325,2350,2081.75,2081.75,85100,HCLTECH
01-03-2000,2000,2248.3,1915.25,2248.3,217400,HCLTECH
02-03-2000,2399,2428.2,2350,2428.2,73000,HCLTECH
03-03-2000,2618.9,2622.5,2350,2443.6,144050,HCLTECH
06-03-2000,2500,2500,2248.15,2249.75,50200,HCLTECH
07-03-2000,2225,2269,2069.8,2069.8,74050,HCLTECH
08-03-2000,2000,2150,1940,1975.4,123150,HCLTECH
09-03-2000,1952,2085,1817.4,1911.55,141050,HCLTECH
10-03-2000,1902,1949.9,1770,1798.9,70000,HCLTECH
13-03-2000,1839,1915,1655,1655,95250,HCLTECH
14-03-2000,1650,1725,1522.6,1667.75,122700,HCLTECH
15-03-2000,1750,1801.2,1578.05,1801.2,38000,HCLTECH
16-03-2000,1945,1945.3,1945,1945.3,7750,HCLTECH
21-03-2000,2089,2100.95,2000,2100.95,67200,HCLTECH
22-03-2000,2269.05,2269.05,2269.05,2269.05,6900,HCLTECH
23-03-2000,2399,2450,2090,2148.35,74050,HCLTECH
24-03-2000,2055,2185,2031,2123.35,113100,HCLTECH
27-03-2000,2140,2205,1995,2102.6,87200,HCLTECH
28-03-2000,2082,2092,2000,2004.5,52250,HCLTECH
29-03-2000,2050,2098,2000,2023.15,79100,HCLTECH
30-03-2000,1950,1970,1861.3,1865.15,41750,HCLTECH
31-03-2000,1802,1803,1715.95,1722.05,88200,HCLTECH
03-04-2000,1799,1800,1584.3,1584.3,74100,HCLTECH
04-04-2000,1457.6,1457.6,1457.6,1457.6,17000,HCLTECH
05-04-2000,1341,1544,1341,1495.15,119800,HCLTECH
06-04-2000,1545,1614.8,1400,1598.5,105800,HCLTECH
07-04-2000,1698,1726.4,1698,1726.4,19300,HCLTECH
10-04-2000,1855,1864.55,1855,1864.55,22900,HCLTECH
11-04-2000,1864.55,2013.75,1720,1893.8,227450,HCLTECH
12-04-2000,1874,1944,1742.3,1755.4,90000,HCLTECH
13-04-2000,1617.2,1669,1615,1615,49150,HCLTECH
17-04-2000,1485.8,1485.8,1485.8,1485.8,850,HCLTECH
18-04-2000,1485.8,1550,1366.95,1377.55,169850,HCLTECH
19-04-2000,1449,1485,1267.35,1267.95,119350,HCLTECH
20-04-2000,1249,1369.4,1166.55,1346.75,232650,HCLTECH
24-04-2000,1400,1454.5,1400,1454.5,40950,HCLTECH
25-04-2000,1340,1570.9,1338.15,1536.45,217300,HCLTECH
26-04-2000,1649,1659.4,1577,1659.4,23700,HCLTECH
27-04-2000,1689,1709,1526.65,1526.65,84850,HCLTECH
28-04-2000,1534.5,1625,1425,1558,175650,HCLTECH
02-05-2000,1590,1590,1371.05,1371.05,56300,HCLTECH
03-05-2000,1262,1480.75,1206.55,1424.05,163300,HCLTECH
04-05-2000,1450,1585,1414,1530.55,149600,HCLTECH
05-05-2000,1550,1714.25,1540,1701.65,164250,HCLTECH
08-05-2000,1712,1809,1565.55,1604.6,137550,HCLTECH
09-05-2000,1568.2,1600,1481.1,1568.65,126250,HCLTECH
10-05-2000,1579.9,1629.85,1452,1474.3,81550,HCLTECH
11-05-2000,1362.05,1365,1297.4,1297.4,144450,HCLTECH
12-05-2000,1325,1325,1141.75,1156.4,218500,HCLTECH
15-05-2000,1110,1295.2,1032,1274.15,193100,HCLTECH
16-05-2000,1299,1376.1,1185,1361.05,161750,HCLTECH
17-05-2000,1420,1434,1252.2,1278.9,463250,HCLTECH
18-05-2000,1257,1320,1236.35,1271.45,194250,HCLTECH
19-05-2000,1251,1360,1181,1208.2,233300,HCLTECH
22-05-2000,1201.1,1215,1063.25,1093.85,146200,HCLTECH
23-05-2000,1025,1086,965,994.8,284300,HCLTECH
24-05-2000,951.15,1074.4,926,1001.1,297350,HCLTECH
25-05-2000,1015,1081,1000,1018.5,295850,HCLTECH
26-05-2000,1015,1050,962.5,974.2,210550,HCLTECH
29-05-2000,950,1039,902,984.9,217950,HCLTECH
30-05-2000,998,1103.1,967,1097.7,215950,HCLTECH
31-05-2000,1185.5,1229.45,1185.5,1229.45,37350,HCLTECH
01-06-2000,1250,1250,1090,1122.15,373300,HCLTECH
02-06-2000,1159,1256.85,1155,1256.85,246450,HCLTECH
05-06-2000,1357.4,1407.7,1357.4,1391.9,215250,HCLTECH
06-06-2000,1430,1503,1360,1493.3,211600,HCLTECH
07-06-2000,1475,1549,1436,1475.75,161250,HCLTECH
08-06-2000,1500,1515,1385.1,1439.4,132550,HCLTECH
09-06-2000,1447,1447,1350,1394.8,95050,HCLTECH
12-06-2000,1414,1440,1325,1412,126900,HCLTECH
13-06-2000,1350.05,1365,1278,1335.95,180600,HCLTECH
14-06-2000,1374,1392,1317.1,1339.05,122650,HCLTECH
15-06-2000,1302,1365,1302,1337.65,65450,HCLTECH
16-06-2000,1336,1425,1332,1406.3,179700,HCLTECH
19-06-2000,1434,1499,1421,1459.6,103200,HCLTECH
20-06-2000,1468.65,1546,1450,1455.8,194950,HCLTECH
21-06-2000,1499,1499.9,1385.1,1394.95,71200,HCLTECH
22-06-2000,1391,1415,1366.25,1377.6,153100,HCLTECH
23-06-2000,1340,1354.95,1292.1,1305.15,126350,HCLTECH
26-06-2000,1251,1408.75,1207.15,1366.1,77600,HCLTECH
27-06-2000,1429,1450,1340,1364.25,87100,HCLTECH
28-06-2000,1325,1350,1285,1327.4,82950,HCLTECH
29-06-2000,1359,1390,1295,1329.2,101100,HCLTECH
30-06-2000,1281,1314,1274,1282.9,69400,HCLTECH
03-07-2000,1323,1345,1296.35,1331.7,60850,HCLTECH
04-07-2000,1342,1406,1333.1,1342.6,107900,HCLTECH
05-07-2000,1369,1384,1325,1333.45,59250,HCLTECH
06-07-2000,1255,1327,1255,1297.3,60700,HCLTECH
07-07-2000,1290,1290.8,1240,1253.15,145050,HCLTECH
10-07-2000,1269.5,1305,1243.05,1281.35,102150,HCLTECH
11-07-2000,1252,1300,1243.05,1248.65,83100,HCLTECH
12-07-2000,1256,1275,1250,1261.75,114550,HCLTECH
13-07-2000,1273.75,1305,1191.1,1222.95,189450,HCLTECH
14-07-2000,1220,1239,1191.1,1205.1,62350,HCLTECH
17-07-2000,1200,1215,1113,1143.95,65200,HCLTECH
18-07-2000,1131,1142,1053.3,1119,151050,HCLTECH
19-07-2000,1148,1160,1115,1130.9,57318,HCLTECH
20-07-2000,1116,1128.5,1055,1105.3,90712,HCLTECH
21-07-2000,1132,1165,1101,1128.4,102596,HCLTECH
24-07-2000,1075.1,1090,1000.55,1026.3,49669,HCLTECH
25-07-2000,960,1150,925.5,1069.9,172987,HCLTECH
26-07-2000,1144,1144,1031,1060.05,96716,HCLTECH
27-07-2000,1045,1086,991.1,1073.7,90747,HCLTECH
28-07-2000,1050,1072,996.5,1008.15,113668,HCLTECH
31-07-2000,990,1017.9,973,1002.5,44687,HCLTECH
01-08-2000,1020,1024.95,944,961.9,83993,HCLTECH
02-08-2000,980,995,961,988.35,69324,HCLTECH
03-08-2000,975,981,927,945.4,60674,HCLTECH
04-08-2000,959.45,975,942.1,946.25,135239,HCLTECH
07-08-2000,950,962,900,907.55,76771,HCLTECH
08-08-2000,912,980,911.05,956.25,126618,HCLTECH
09-08-2000,993,1095,965,1047.75,137245,HCLTECH
10-08-2000,1035.05,1072.8,981,990.05,118762,HCLTECH
11-08-2000,1035,1055,972.1,990.5,184919,HCLTECH
14-08-2000,999,1029,984,1020.25,156067,HCLTECH
16-08-2000,1097.4,1097.4,1043,1072.4,133724,HCLTECH
17-08-2000,1080,1095,1043,1073.55,86524,HCLTECH
18-08-2000,1082.5,1118,1055,1101.25,89563,HCLTECH
21-08-2000,1112.9,1140,1102,1121.55,96718,HCLTECH
22-08-2000,1127,1145,1110,1117.6,116637,HCLTECH
23-08-2000,1120,1184,1112,1147.4,140549,HCLTECH
24-08-2000,1130.1,1170,1130.1,1165.05,56871,HCLTECH
25-08-2000,1170,1203.9,1152,1160.75,88077,HCLTECH
28-08-2000,1183,1195,1155.05,1166.2,53858,HCLTECH
29-08-2000,1174,1224,1160,1205.1,150800,HCLTECH
30-08-2000,1229.9,1295,1200.15,1276.2,151757,HCLTECH
31-08-2000,1280,1310,1260.1,1300.35,120241,HCLTECH
04-09-2000,1307,1425,1307,1406.1,163600,HCLTECH
05-09-2000,1400,1414,1361,1370.6,82149,HCLTECH
06-09-2000,1370,1380,1250,1263.2,123358,HCLTECH
07-09-2000,1232,1310,1200,1290.9,105786,HCLTECH
08-09-2000,1292,1330,1292,1310.1,98203,HCLTECH
11-09-2000,1305,1350,1280,1318.75,86087,HCLTECH
12-09-2000,1308.05,1308.05,1251,1255.8,68360,HCLTECH
13-09-2000,1299.75,1299.75,1172.3,1187.2,116327,HCLTECH
14-09-2000,1199,1239,1175,1206.55,75149,HCLTECH
15-09-2000,1200,1205,1110.05,1129.8,119998,HCLTECH
18-09-2000,1093,1140,1061,1071.75,69316,HCLTECH
19-09-2000,1041,1180,1000,1136.3,197021,HCLTECH
20-09-2000,1210,1220,1125,1187.3,120303,HCLTECH
21-09-2000,1170,1170,1061.2,1072.25,94290,HCLTECH
22-09-2000,1050,1090,1000,1031.45,138595,HCLTECH
25-09-2000,1090,1149.9,1070.15,1102.3,131922,HCLTECH
26-09-2000,1098.25,1146.65,1053,1072.25,224460,HCLTECH
27-09-2000,1080,1150,1051,1110.75,312701,HCLTECH
28-09-2000,1106.25,1194,1106.25,1128.95,470326,HCLTECH
29-09-2000,1150,1160,1130.05,1149.65,227540,HCLTECH
03-10-2000,1140.05,1144.7,1070,1099.75,283792,HCLTECH
04-10-2000,1066.6,1115,1066.6,1105.65,161664,HCLTECH
05-10-2000,1112,1124,1075,1079.35,150266,HCLTECH
06-10-2000,1070,1084.25,1021.1,1031.5,312674,HCLTECH
09-10-2000,1027,1039,991.35,1011.45,237504,HCLTECH
10-10-2000,1012.9,1025,971,986.6,263192,HCLTECH
11-10-2000,969.95,969.95,881.1,889.8,194777,HCLTECH
12-10-2000,856,957.8,856,947.9,273527,HCLTECH
13-10-2000,931.4,931.4,875,903.55,209687,HCLTECH
16-10-2000,921,997,921,939.15,138977,HCLTECH
17-10-2000,932,1014.3,920,986.9,299721,HCLTECH
18-10-2000,954,975,940,963.95,109823,HCLTECH
19-10-2000,961,1041,907.1,1015.5,282409,HCLTECH
20-10-2000,1039,1145,1001,1043.85,410917,HCLTECH
23-10-2000,1084.75,1125,1004,1014.6,304392,HCLTECH
24-10-2000,1001,1090,1001,1078.4,243628,HCLTECH
25-10-2000,1085,1184,1080.1,1169.15,283466,HCLTECH
26-10-2000,1168.25,1168.25,1140,1150.8,52613,HCLTECH
27-10-2000,1160,1310,1151,1272.9,570537,HCLTECH
30-10-2000,1242.1,1299.75,1211,1229,150385,HCLTECH
31-10-2000,1220.05,1264.7,1175.05,1196.85,240981,HCLTECH
01-11-2000,1225,1240,1185,1201.4,158733,HCLTECH
02-11-2000,1190.35,1233,1168,1204.35,159992,HCLTECH
03-11-2000,1214.5,1239,1176.3,1209.55,236183,HCLTECH
06-11-2000,1223,1239,1201.1,1216,115412,HCLTECH
07-11-2000,1206,1273.8,1205,1258.8,174547,HCLTECH
08-11-2000,1256.1,1299,1256.1,1271.95,205798,HCLTECH
09-11-2000,1268,1274,1200.55,1239.95,103961,HCLTECH
10-11-2000,1238,1264,1215,1223.2,138513,HCLTECH
13-11-2000,1216,1216,1167.25,1173.05,134036,HCLTECH
14-11-2000,1175,1250,1171.1,1242.15,148137,HCLTECH
15-11-2000,1268,1299,1237.6,1249.05,131570,HCLTECH
16-11-2000,1251,1285,1251,1268.45,137057,HCLTECH
17-11-2000,1260.35,1308.8,1242,1299.4,182808,HCLTECH
20-11-2000,1301.5,1315,1262.25,1270.35,164770,HCLTECH
21-11-2000,1260.55,1371,1241.25,1333.75,348210,HCLTECH
22-11-2000,1340,1358,1276.1,1288.25,298946,HCLTECH
23-11-2000,1265,1285,1241,1265.6,189085,HCLTECH
24-11-2000,1265,1288,1257.1,1270.2,169509,HCLTECH
27-11-2000,1280,1324.9,1251,1314.7,267898,HCLTECH
28-11-2000,1306.15,1330,1288.05,1306.75,208421,HCLTECH
29-11-2000,635,655,629,646.25,355550,HCLTECH
30-11-2000,652.9,652.9,595.5,611.75,354065,HCLTECH
01-12-2000,592,625,577,619.1,462627,HCLTECH
04-12-2000,628.3,640,611,614,607804,HCLTECH
05-12-2000,615,633.35,615,629.5,330403,HCLTECH
06-12-2000,655,655,635,638.1,546455,HCLTECH
07-12-2000,631.35,645,626,634.9,198658,HCLTECH
08-12-2000,637,652,632,646.55,386463,HCLTECH
11-12-2000,649.9,739,648,719.6,1277128,HCLTECH
12-12-2000,722.65,762.5,721.1,732.3,980634,HCLTECH
13-12-2000,740,773,735,756.3,531135,HCLTECH
14-12-2000,752.05,759,670.6,677.9,1028468,HCLTECH
15-12-2000,685,704.5,647.05,655.7,875345,HCLTECH
18-12-2000,645,658,620.05,652.45,601634,HCLTECH
19-12-2000,640,649,602.35,610.85,619814,HCLTECH
20-12-2000,592,599,562,583.7,817616,HCLTECH
21-12-2000,573.15,573.15,519.15,558.2,883907,HCLTECH
22-12-2000,567,574,525,535.65,802148,HCLTECH
26-12-2000,562,568.8,502,524.55,543607,HCLTECH
27-12-2000,536,559.75,482.6,503.6,1594089,HCLTECH
28-12-2000,510,539.45,508,530.85,960736,HCLTECH
29-12-2000,525,545,515,538.95,899480,HCLTECH
01-01-2001,529,549,520.05,523.85,549300,HCLTECH
02-01-2001,527,528.5,512,525.85,479050,HCLTECH
03-01-2001,518,523.9,501,515.4,447535,HCLTECH
04-01-2001,519,597.9,519,587.4,1072207,HCLTECH
05-01-2001,587,614,582.05,609.45,677842,HCLTECH
08-01-2001,596,604,565,575.1,516744,HCLTECH
09-01-2001,565.1,599,565.1,588.4,540406,HCLTECH
10-01-2001,597.9,634.9,597,606.9,679020,HCLTECH
11-01-2001,609,618,578.55,582.75,464944,HCLTECH
12-01-2001,591,617,581,609,562786,HCLTECH
15-01-2001,608.9,644,601,613.1,766576,HCLTECH
16-01-2001,621.9,628,607,619.05,345406,HCLTECH
17-01-2001,625,642,609,614.75,394371,HCLTECH
18-01-2001,626.9,663.95,621,655.9,1159804,HCLTECH
19-01-2001,662.4,749,662,731.45,1137876,HCLTECH
22-01-2001,745,755,673,678.95,1283148,HCLTECH
23-01-2001,675.2,689,635,641.45,1109878,HCLTECH
24-01-2001,650,677,645,672.4,932669,HCLTECH
25-01-2001,677,690,656,662.8,834415,HCLTECH
29-01-2001,660,660,610,636.2,407329,HCLTECH
30-01-2001,640,665,637.65,656.85,523835,HCLTECH
31-01-2001,665,665.9,646,649.85,275967,HCLTECH
01-02-2001,645,645,610.1,619.8,346128,HCLTECH
02-02-2001,613,649,608.5,619.35,825595,HCLTECH
05-02-2001,612,626.5,605,614.1,254383,HCLTECH
06-02-2001,620,634.85,612.4,618.55,688722,HCLTECH
07-02-2001,624,642.65,614,618.25,555168,HCLTECH
08-02-2001,611,627.9,610,621.6,221753,HCLTECH
09-02-2001,620.25,635,595,603.15,532944,HCLTECH
12-02-2001,599.9,612,590.55,608.1,387169,HCLTECH
13-02-2001,610,624,598.2,600.4,586985,HCLTECH
14-02-2001,600,616,596,613.5,240376,HCLTECH
15-02-2001,618,654,617,641.1,936175,HCLTECH
16-02-2001,645,655,618,622.3,637455,HCLTECH
19-02-2001,617.7,626,610.1,616.4,334776,HCLTECH
20-02-2001,619,623.9,608.2,610.9,456548,HCLTECH
21-02-2001,604.9,611.5,581,592.15,319821,HCLTECH
22-02-2001,590,590,525,571.2,657013,HCLTECH
23-02-2001,556.1,575,543,550.15,418550,HCLTECH
26-02-2001,554,569.75,546.1,565.25,384968,HCLTECH
27-02-2001,567.95,610.5,560,583.2,1027628,HCLTECH
28-02-2001,575.05,663.7,555.5,622.9,953041,HCLTECH
01-03-2001,626.8,635,552.5,568.6,510990,HCLTECH
02-03-2001,580,580,477.65,484.5,842407,HCLTECH
05-03-2001,476,496.8,416.1,451.75,692527,HCLTECH
07-03-2001,476,524.05,471.65,520.1,771551,HCLTECH
08-03-2001,528,528,462.35,477.8,624417,HCLTECH
09-03-2001,472.3,473.9,416.35,462.1,487325,HCLTECH
12-03-2001,450,459,394.1,399.7,505802,HCLTECH
13-03-2001,368.3,431.7,345,389.1,1006399,HCLTECH
14-03-2001,385,451.4,385,451.2,374410,HCLTECH
15-03-2001,438,487,423,478.3,606425,HCLTECH
16-03-2001,470.1,537,461,498.8,642782,HCLTECH
19-03-2001,495,515,468.3,474.2,283692,HCLTECH
20-03-2001,480,484,451.7,458.9,264032,HCLTECH
21-03-2001,438,448.9,422.2,443.5,318721,HCLTECH
22-03-2001,443,450,401.25,425.35,476296,HCLTECH
23-03-2001,433,439.8,394,408.35,410405,HCLTECH
26-03-2001,407,417,371.25,407.9,533396,HCLTECH
27-03-2001,410,432.95,393.1,414.1,775418,HCLTECH
28-03-2001,421.9,450,421.9,436.65,515119,HCLTECH
29-03-2001,430.5,430.5,402,411.15,547514,HCLTECH
30-03-2001,412,412,364.15,369.7,449882,HCLTECH
02-04-2001,348,360,315,348.7,673391,HCLTECH
03-04-2001,340,374.85,332.05,363.05,729716,HCLTECH
04-04-2001,344.85,392.1,339,381.55,550057,HCLTECH
06-04-2001,392,412.1,385,395.15,461068,HCLTECH
09-04-2001,390,396.4,366.1,370.8,310818,HCLTECH
10-04-2001,374,375,325.4,332.45,462364,HCLTECH
11-04-2001,345,354.9,279.3,279.3,514995,HCLTECH
12-04-2001,257,257,234.65,234.65,1009894,HCLTECH
16-04-2001,217.3,249,202.2,238.75,1768963,HCLTECH
17-04-2001,235.5,272,222.5,261.75,1662765,HCLTECH
18-04-2001,267.7,303.65,265,303.65,133199,HCLTECH
19-04-2001,327.95,352.25,324,352.25,983138,HCLTECH
20-04-2001,380.45,406.5,341.3,381.35,1437227,HCLTECH
23-04-2001,389,404,362,390.5,1047128,HCLTECH
24-04-2001,382,390,352.15,383.35,866802,HCLTECH
25-04-2001,387,406.85,375.25,392.4,747276,HCLTECH
26-04-2001,399,413.85,375.3,385,1239565,HCLTECH
27-04-2001,377.25,377.25,323.4,324.9,875990,HCLTECH
30-04-2001,323.4,376.9,312,374.8,626502,HCLTECH
02-05-2001,404.8,424.7,391.55,400.75,1272675,HCLTECH
03-05-2001,404.5,426.7,387.2,405.6,1489812,HCLTECH
04-05-2001,405,416,386.6,411.3,1269404,HCLTECH
07-05-2001,406,447.85,406,435.9,1340707,HCLTECH
08-05-2001,436,457,435,451.7,1033097,HCLTECH
09-05-2001,462,464.85,411.55,418.7,842671,HCLTECH
10-05-2001,414,428.5,406.7,419.45,898981,HCLTECH
11-05-2001,413.35,418,401.3,411.25,585455,HCLTECH
14-05-2001,410,414,395.25,400.65,592035,HCLTECH
15-05-2001,396,400.8,368.7,395.6,554108,HCLTECH
16-05-2001,402,418.9,402,412.9,601334,HCLTECH
17-05-2001,413,429,411.05,425.65,603476,HCLTECH
18-05-2001,430,443.5,427.2,437.55,762711,HCLTECH
21-05-2001,432.1,439,426,430.2,348630,HCLTECH
22-05-2001,431,450,431,446.6,806590,HCLTECH
23-05-2001,449.5,461,445,456.3,762691,HCLTECH
24-05-2001,451,454.65,419.8,429.3,1096204,HCLTECH
25-05-2001,429.95,436.95,411.1,417.35,798076,HCLTECH
28-05-2001,419,434,417,432.7,647339,HCLTECH
29-05-2001,432.2,437.9,418.2,423.7,589306,HCLTECH
30-05-2001,419,425,400,403.35,974354,HCLTECH
31-05-2001,395,395,373,391.95,690446,HCLTECH
01-06-2001,394,408.55,383,385.65,1009948,HCLTECH
04-06-2001,386,391,357.3,360.75,725506,HCLTECH
05-06-2001,359.25,371.8,346.6,354.25,1046611,HCLTECH
06-06-2001,362,377.4,359.15,362.9,630128,HCLTECH
07-06-2001,361.5,386.9,347,378.6,1566750,HCLTECH
08-06-2001,389,394.7,373,389.15,1546601,HCLTECH
11-06-2001,387,387,372,374.3,771065,HCLTECH
12-06-2001,371.05,372.1,361.1,366,768056,HCLTECH
13-06-2001,369.5,375.95,362,365.8,855519,HCLTECH
14-06-2001,361.2,370,355,364.2,1119665,HCLTECH
15-06-2001,361,367.7,348.1,361.95,1630799,HCLTECH
18-06-2001,359.1,373,351.65,368.2,1226317,HCLTECH
19-06-2001,366.5,383,363.8,368.65,1409249,HCLTECH
20-06-2001,370.9,370.9,353,361.1,688160,HCLTECH
21-06-2001,360,364.9,338.55,350,679262,HCLTECH
22-06-2001,344.75,344.9,302.3,310.2,1422943,HCLTECH
25-06-2001,307.1,307.1,260.6,260.6,1080280,HCLTECH
26-06-2001,242,292.4,239.75,269.8,3177674,HCLTECH
27-06-2001,272,287.4,251.65,260.75,2402720,HCLTECH
28-06-2001,263.65,273.95,255.5,266.8,1397148,HCLTECH
29-06-2001,270,303,269.05,289.4,1347464,HCLTECH
02-07-2001,305,305,271.2,277.8,237746,HCLTECH
03-07-2001,269.8,276,261,270,314381,HCLTECH
04-07-2001,268.35,270.7,251.1,256,299512,HCLTECH
05-07-2001,260,268.5,257.3,261.9,278316,HCLTECH
06-07-2001,255,277.7,253,271.45,393723,HCLTECH
09-07-2001,265.25,279,261,275.75,272299,HCLTECH
10-07-2001,285,293.4,270,273.15,544734,HCLTECH
11-07-2001,269.75,279,268.3,274.55,182092,HCLTECH
12-07-2001,280.1,305,280.1,299.15,728142,HCLTECH
13-07-2001,310,315,281.55,284.75,592425,HCLTECH
16-07-2001,285,299.9,278.25,282.2,271068,HCLTECH
17-07-2001,272.2,299.8,252.2,289.85,437337,HCLTECH
18-07-2001,294,299.85,284,295.2,708564,HCLTECH
19-07-2001,286,292.9,277.05,291.05,594237,HCLTECH
20-07-2001,295,300,286,294.6,598981,HCLTECH
23-07-2001,283.1,290,279,286.85,8521,HCLTECH
24-07-2001,281.1,286,259.1,264.25,749084,HCLTECH
25-07-2001,251,270.85,241,266.7,1114352,HCLTECH
26-07-2001,261,265.8,250.15,255,678290,HCLTECH
27-07-2001,257.85,264.7,248.25,255.7,799532,HCLTECH
30-07-2001,254,258.95,235.1,239.55,749808,HCLTECH
31-07-2001,235.5,249,229.85,245.35,1153907,HCLTECH
01-08-2001,246.5,267.9,244.1,261.55,1005502,HCLTECH
02-08-2001,260.8,277,255.2,272.55,799708,HCLTECH
03-08-2001,280,301,278.25,283.15,1525589,HCLTECH
06-08-2001,280,296.9,280,291.5,1037522,HCLTECH
07-08-2001,294.9,295,241.55,255.15,5314454,HCLTECH
08-08-2001,255.5,267,239.35,244.15,5878726,HCLTECH
09-08-2001,240,240,216.6,219.85,6484242,HCLTECH
10-08-2001,220.1,237.8,220,228.35,6637587,HCLTECH
13-08-2001,232.8,235,223.6,228.85,2873125,HCLTECH
14-08-2001,231,244.9,228,240.1,2663427,HCLTECH
16-08-2001,238,244.7,232,240.45,2224257,HCLTECH
17-08-2001,249.5,253.85,226.65,229.9,4283497,HCLTECH
20-08-2001,227,227,219.6,223.1,2278930,HCLTECH
21-08-2001,225.7,234,223.4,231.1,1972281,HCLTECH
23-08-2001,234,240.9,232.6,238.6,1857371,HCLTECH
24-08-2001,240,256.8,236.25,250.55,3218101,HCLTECH
27-08-2001,260,267,251.1,262.85,3763648,HCLTECH
28-08-2001,264.5,264.5,245.25,247.7,3134809,HCLTECH
29-08-2001,245,247.25,240,243.3,2022890,HCLTECH
30-08-2001,241,245.4,233.05,235.55,2013803,HCLTECH
31-08-2001,232.5,234,222,224,1899670,HCLTECH
03-09-2001,225,231.7,221.2,227.2,2019375,HCLTECH
04-09-2001,230,241.85,225.6,234.5,3238802,HCLTECH
05-09-2001,212,233.9,212,226.05,1905588,HCLTECH
06-09-2001,226.05,229,203.1,206.5,3889016,HCLTECH
07-09-2001,203,247,198.15,238.4,7162120,HCLTECH
10-09-2001,236.9,243.3,228,234.75,3010052,HCLTECH
11-09-2001,236.8,239.4,228.25,232.55,2564408,HCLTECH
12-09-2001,210,224.4,186.55,210.05,6246480,HCLTECH
13-09-2001,219.9,224,206.1,209,3603708,HCLTECH
14-09-2001,200.1,210,171.65,180.4,4888468,HCLTECH
17-09-2001,170.05,174,147.1,149.65,4249979,HCLTECH
18-09-2001,150.1,177,131.75,172.7,5661066,HCLTECH
19-09-2001,170,177.5,155,158.15,3309778,HCLTECH
20-09-2001,152.4,175,144.7,163.8,7871735,HCLTECH
21-09-2001,163.15,163.15,136,138.95,4512318,HCLTECH
24-09-2001,139,160.8,139,156.2,5900820,HCLTECH
25-09-2001,158,162,125,126.5,8703167,HCLTECH
26-09-2001,120.15,134.5,103.6,109.2,14456289,HCLTECH
27-09-2001,108.55,126,103.2,123.3,23454423,HCLTECH
28-09-2001,123,134.8,119,129.55,10714485,HCLTECH
01-10-2001,130.8,130.8,122,126.35,8059498,HCLTECH
03-10-2001,128,133.75,125.6,127.1,11030587,HCLTECH
04-10-2001,132.15,142.7,132,139.6,13691693,HCLTECH
05-10-2001,140.5,147.6,138.3,142.1,14728199,HCLTECH
08-10-2001,134.75,142,132,139.55,11533861,HCLTECH
09-10-2001,143,164.9,142.1,152.4,24362972,HCLTECH
10-10-2001,150,155,141.5,151.8,8581930,HCLTECH
11-10-2001,161.75,168,155.55,161.5,8012807,HCLTECH
12-10-2001,163.55,171,150.05,153.6,9656965,HCLTECH
15-10-2001,152,154,145.55,147.6,5352280,HCLTECH
16-10-2001,148.8,156.6,143.4,153.2,8675752,HCLTECH
17-10-2001,157.8,172.75,157.7,166.5,9149752,HCLTECH
