Date,Open,High,Low,Close,Volume,Name
19-08-2003,167.4,169.9,164.6,165.05,546679,HCLTECH
20-08-2003,168,175,166.9,171.95,1467154,HCLTECH
21-08-2003,174.6,177.8,173.1,174.05,916916,HCLTECH
22-08-2003,175.05,176.4,167.55,170.05,824708,HCLTECH
25-08-2003,171,173.5,157.3,162.2,831790,HCLTECH
26-08-2003,163.9,168,161.1,166.25,1136017,HCLTECH
27-08-2003,170,174.8,168,173.3,1131026,HCLTECH
28-08-2003,176,189.9,175.5,187.35,3002660,HCLTECH
29-08-2003,192,196.9,180,185.05,2518579,HCLTECH
01-09-2003,187.4,191.45,185,189.55,1809062,HCLTECH
02-09-2003,190,200.75,189,198.55,3182579,HCLTECH
03-09-2003,201.1,205.9,192.5,195,1957897,HCLTECH
04-09-2003,197.2,212.75,197.2,209.35,2960799,HCLTECH
05-09-2003,217,217,207.25,212,2217883,HCLTECH
08-09-2003,213.5,225,212.2,223.5,2748181,HCLTECH
09-09-2003,228.4,228.7,213,216.1,2291370,HCLTECH
10-09-2003,216.5,216.5,207.2,213.25,1662058,HCLTECH
11-09-2003,211.7,214.9,207,211.2,2419253,HCLTECH
12-09-2003,213,214.8,194,198.8,2243538,HCLTECH
15-09-2003,198.5,198.5,160.15,162.75,7860188,HCLTECH
16-09-2003,165,167.75,152,163.35,5149398,HCLTECH
17-09-2003,164,175,164,166.7,3688828,HCLTECH
18-09-2003,170,170,159.65,161.05,1858677,HCLTECH
19-09-2003,163,168.7,161.2,165.25,2469166,HCLTECH
22-09-2003,168.95,169.8,160.3,161.1,1237187,HCLTECH
23-09-2003,162,162.7,154.2,158.5,2447194,HCLTECH
24-09-2003,164,165.6,158,164.75,2814750,HCLTECH
25-09-2003,162.8,163.95,160,160.9,2492182,HCLTECH
26-09-2003,161.75,169.9,161.1,169.05,2548939,HCLTECH
29-09-2003,171.55,173.9,167.2,170.4,2006857,HCLTECH
30-09-2003,173.4,176.2,170.75,172.55,1514967,HCLTECH
01-10-2003,171.15,179.5,170.2,177.4,2211826,HCLTECH
03-10-2003,178,182.4,174.2,178.05,2213688,HCLTECH
06-10-2003,178.7,186.7,178.7,185.5,1730430,HCLTECH
07-10-2003,187.8,187.8,180.5,182.25,1548959,HCLTECH
08-10-2003,180.15,187.4,179.8,184.7,2072039,HCLTECH
09-10-2003,186.95,191,186.1,188.1,1920613,HCLTECH
10-10-2003,194.1,207,191.3,194.75,2175012,HCLTECH
13-10-2003,196,199.4,192.1,194,1853023,HCLTECH
14-10-2003,194.5,208.25,192.75,203.25,4731335,HCLTECH
15-10-2003,206,206,195.65,202.3,1876337,HCLTECH
16-10-2003,202.45,205,194.05,195.85,1593743,HCLTECH
17-10-2003,198,206.4,197.05,205.55,2517798,HCLTECH
20-10-2003,204.8,206.85,200.1,202.25,1500993,HCLTECH
21-10-2003,202.1,205,195,198.2,1188517,HCLTECH
22-10-2003,200,202,193.5,197.8,1308894,HCLTECH
23-10-2003,196.45,200.85,194.5,197.15,1158705,HCLTECH
24-10-2003,197.9,203,192.1,202.15,973528,HCLTECH
25-10-2003,205,205,200.5,201.35,307471,HCLTECH
27-10-2003,201,201.4,191.1,192.5,470251,HCLTECH
28-10-2003,195,195,190,192.25,729974,HCLTECH
29-10-2003,195.35,197.5,194.2,195.75,716051,HCLTECH
30-10-2003,196.2,208,194.45,205.65,2917204,HCLTECH
31-10-2003,207.9,218.8,207,216.95,2737884,HCLTECH
03-11-2003,219.8,238,219.8,235.25,2890704,HCLTECH
04-11-2003,237.8,248.9,234.05,238.55,2536353,HCLTECH
05-11-2003,240,257.3,233,253.95,4242573,HCLTECH
06-11-2003,252,254,245.3,252.45,2314899,HCLTECH
07-11-2003,253.1,260,242.65,245.55,1745831,HCLTECH
10-11-2003,240.2,242.6,233,240.25,475798,HCLTECH
11-11-2003,240,245.45,237,241.15,1231732,HCLTECH
12-11-2003,243.4,254.8,242.25,251.8,2187857,HCLTECH
13-11-2003,253.1,255,227,232.15,2499532,HCLTECH
14-11-2003,233.4,238.8,229.05,230.85,1398632,HCLTECH
15-11-2003,230,235.9,227.65,232.3,423068,HCLTECH
17-11-2003,236.95,238.9,228.6,237.6,951460,HCLTECH
18-11-2003,235,239.25,232.05,233.5,1033734,HCLTECH
19-11-2003,233,249.3,230.2,246.75,3141607,HCLTECH
20-11-2003,246.75,251.3,239.1,241.35,1859664,HCLTECH
21-11-2003,241.9,255,239.6,251.35,1789907,HCLTECH
24-11-2003,255.2,271,247,264.8,3968670,HCLTECH
25-11-2003,270,277.5,268,269.75,2879708,HCLTECH
27-11-2003,271.8,279.75,265.15,277.1,2634441,HCLTECH
28-11-2003,275.95,277.4,267.5,269.35,1155396,HCLTECH
01-12-2003,274,293.8,271.9,290.55,2182082,HCLTECH
02-12-2003,294,297,276.25,283.05,1905861,HCLTECH
03-12-2003,287.75,287.75,277.2,279.9,1770465,HCLTECH
04-12-2003,280,283.95,276.15,277.7,1764415,HCLTECH
05-12-2003,280.8,280.8,267.25,270,1258242,HCLTECH
08-12-2003,271,273,260.7,270.75,1432415,HCLTECH
09-12-2003,272.9,275,266.5,271.75,1474232,HCLTECH
10-12-2003,270.2,277,270.1,274.6,1399099,HCLTECH
11-12-2003,277,282.3,273.4,280.1,1471640,HCLTECH
12-12-2003,283,286,279.25,282.1,1569642,HCLTECH
15-12-2003,286.5,287.3,281.3,286.15,789589,HCLTECH
16-12-2003,285.95,285.95,277.55,282.1,854079,HCLTECH
17-12-2003,282.5,283.2,276.25,279.2,1024384,HCLTECH
18-12-2003,279.9,285,279.9,284.35,755117,HCLTECH
19-12-2003,287.35,290,280.25,281.85,847201,HCLTECH
22-12-2003,285.55,295.35,280,292.25,2394965,HCLTECH
23-12-2003,295,295.9,285,287.2,1387280,HCLTECH
24-12-2003,289.45,292,283.15,288.85,1080503,HCLTECH
26-12-2003,292.3,292.6,287.4,289.5,731435,HCLTECH
29-12-2003,290.3,305,288.6,301.35,1660237,HCLTECH
30-12-2003,310,310,291.1,297.35,1790728,HCLTECH
31-12-2003,298.95,307.8,295.5,305.45,1792725,HCLTECH
01-01-2004,308,312.8,307.15,311.15,1210861,HCLTECH
02-01-2004,312.95,318.75,310.3,313.55,1421503,HCLTECH
05-01-2004,316.45,323,310.5,321.55,1322439,HCLTECH
06-01-2004,325,326.9,300.15,303.35,1646323,HCLTECH
07-01-2004,304.4,304.4,291,298.6,1973722,HCLTECH
08-01-2004,301.95,325,301,321.95,2259556,HCLTECH
09-01-2004,338,340,315.6,327.5,1957693,HCLTECH
12-01-2004,345,345,314.3,327.75,1183130,HCLTECH
13-01-2004,330,330,319.1,326.95,961236,HCLTECH
14-01-2004,330,336,326.15,330.6,910373,HCLTECH
15-01-2004,331.9,331.9,316.6,319.95,877888,HCLTECH
16-01-2004,318.5,322.8,297.15,305.45,979609,HCLTECH
19-01-2004,309.7,324.5,304.5,320.6,973169,HCLTECH
20-01-2004,323.25,326.95,307.1,309.7,946644,HCLTECH
21-01-2004,315,321.9,301.3,307.8,1381883,HCLTECH
22-01-2004,309,316,278,306.5,2341765,HCLTECH
23-01-2004,307,325.5,304.3,323.55,766442,HCLTECH
27-01-2004,325,326.95,314,324.9,875980,HCLTECH
28-01-2004,325,326.9,299.15,319.5,1261252,HCLTECH
29-01-2004,316,324.7,307.1,315.65,1481239,HCLTECH
30-01-2004,310,320.05,300,303.5,1125199,HCLTECH
03-02-2004,305,307,292.6,300.55,1300978,HCLTECH
04-02-2004,296.4,302.8,292,298.9,1497849,HCLTECH
05-02-2004,299,303,281,289.05,1695982,HCLTECH
06-02-2004,292,292,279.95,284.2,778328,HCLTECH
09-02-2004,289.1,300.95,286,299.95,1022811,HCLTECH
10-02-2004,302.85,302.85,288,293.65,757550,HCLTECH
11-02-2004,296.8,304,295.1,300.1,933753,HCLTECH
12-02-2004,302,304,291.1,295.2,895916,HCLTECH
13-02-2004,294,302,291.6,301.4,837108,HCLTECH
16-02-2004,303,307.8,298.6,303.3,1675346,HCLTECH
17-02-2004,304.9,312,298,309.4,1273241,HCLTECH
18-02-2004,312,317.8,303.3,305.35,1127692,HCLTECH
19-02-2004,307,307,279,289.2,1556727,HCLTECH
20-02-2004,290,296.9,283.5,293,1202029,HCLTECH
23-02-2004,295,295,275.45,279.05,936881,HCLTECH
24-02-2004,275.1,280.4,257,274.55,1608934,HCLTECH
25-02-2004,274.7,281.3,270.6,272.8,1069852,HCLTECH
26-02-2004,275,280,263.1,267.45,992958,HCLTECH
27-02-2004,273.75,294.5,270,289.1,1020394,HCLTECH
01-03-2004,289.8,292.85,282,288.1,1088967,HCLTECH
03-03-2004,290,298.4,286.05,293.8,1336590,HCLTECH
04-03-2004,291.5,292,284.4,288,1139471,HCLTECH
05-03-2004,290,290.9,284.4,289.05,814490,HCLTECH
08-03-2004,289.9,291.8,280,281.1,877666,HCLTECH
09-03-2004,280.25,280.25,270,278.5,873801,HCLTECH
10-03-2004,276,278,273.15,276,838808,HCLTECH
11-03-2004,278.4,284.2,269.6,271.2,1482064,HCLTECH
12-03-2004,273,280.8,266.1,277.6,918908,HCLTECH
15-03-2004,282,288.8,269.15,270.35,757299,HCLTECH
16-03-2004,270,276,267.2,270,973789,HCLTECH
17-03-2004,272.7,273.95,264.25,267.15,907865,HCLTECH
18-03-2004,269,270.5,261.3,263.1,860569,HCLTECH
19-03-2004,262,270,257.5,267.75,794428,HCLTECH
22-03-2004,267,267.05,243.25,246.45,1096262,HCLTECH
23-03-2004,243.7,247,233.55,244.55,1166327,HCLTECH
24-03-2004,246.2,246.2,234.15,237,1475872,HCLTECH
25-03-2004,239.9,270,238,255.65,1183120,HCLTECH
26-03-2004,258.1,270.9,258,267.6,1088067,HCLTECH
29-03-2004,267,269.5,257.55,261.65,377268,HCLTECH
30-03-2004,263.1,264.9,257.65,259.7,472683,HCLTECH
31-03-2004,260,260.8,243,247.7,1278266,HCLTECH
01-04-2004,248,255.9,248,253.75,771681,HCLTECH
02-04-2004,255.8,256,246.4,253.4,785633,HCLTECH
05-04-2004,257,267,254.7,265.3,632263,HCLTECH
06-04-2004,270,283.5,268.2,273.9,2172701,HCLTECH
07-04-2004,276,281.45,274.5,278.55,477737,HCLTECH
08-04-2004,275,282,275,278.2,412065,HCLTECH
12-04-2004,272.4,280,262,269.3,508249,HCLTECH
13-04-2004,275.5,290,274.5,288,1356024,HCLTECH
15-04-2004,285,303.4,275.1,295.55,1334110,HCLTECH
16-04-2004,296,299.95,292.25,297.65,438389,HCLTECH
17-04-2004,299,299,292,293.45,84457,HCLTECH
19-04-2004,291,295.3,280.3,284.8,269526,HCLTECH
20-04-2004,285.25,291.3,285.25,287.4,293306,HCLTECH
21-04-2004,283.2,292.5,280,289.55,247453,HCLTECH
22-04-2004,292,294,284,291.75,218038,HCLTECH
23-04-2004,293,305.5,291,301.5,751131,HCLTECH
27-04-2004,301,301,283,289.6,727165,HCLTECH
28-04-2004,289.5,290.9,280.2,281.8,420390,HCLTECH
29-04-2004,280,283.8,275,275.85,610500,HCLTECH
30-04-2004,276,280.05,275,275.15,334657,HCLTECH
03-05-2004,273.1,281,270.65,279.25,418445,HCLTECH
04-05-2004,280,285.95,277.3,283.5,576579,HCLTECH
05-05-2004,287.6,292.45,285.3,289.75,719362,HCLTECH
06-05-2004,290.1,295,290.1,292.95,397099,HCLTECH
07-05-2004,287,292,284,285.45,399435,HCLTECH
10-05-2004,280,280,245.45,273.3,346745,HCLTECH
11-05-2004,271,275,260,267.8,251880,HCLTECH
12-05-2004,270,284.9,264.1,279.6,590042,HCLTECH
13-05-2004,270,299.6,255,294.7,673961,HCLTECH
14-05-2004,298,306.55,280,293.7,891755,HCLTECH
17-05-2004,294.1,294.1,250.65,282.5,583885,HCLTECH
18-05-2004,282,305,260,299.2,509617,HCLTECH
19-05-2004,304.9,308,293.55,296.85,720837,HCLTECH
20-05-2004,299,305.85,292.6,301.15,642626,HCLTECH
21-05-2004,301,311.7,297,307.95,915518,HCLTECH
24-05-2004,319.25,349,315,341.05,2257370,HCLTECH
25-05-2004,345,345,321.1,331,2547054,HCLTECH
26-05-2004,334,341.05,330.65,333.8,1141746,HCLTECH
27-05-2004,334.8,338.25,321.1,324.7,1022782,HCLTECH
28-05-2004,325,328.8,293.25,299.1,1238430,HCLTECH
31-05-2004,295,306.9,290,298.8,1295078,HCLTECH
01-06-2004,303.3,315.35,303.3,306.1,1183519,HCLTECH
02-06-2004,307,311.5,304,307,568206,HCLTECH
03-06-2004,311,314,285.25,288.55,765168,HCLTECH
04-06-2004,288,304.8,284,301.8,897286,HCLTECH
07-06-2004,307,312.05,304,308.55,667891,HCLTECH
08-06-2004,314,315,300.6,305.55,486573,HCLTECH
09-06-2004,305.9,307.75,297.55,301.8,926711,HCLTECH
10-06-2004,301,312.4,299.1,311,718930,HCLTECH
11-06-2004,312.5,315,300,300.6,950259,HCLTECH
14-06-2004,302,302,287.25,289.4,602772,HCLTECH
15-06-2004,289.9,298.5,287.6,294.4,468068,HCLTECH
16-06-2004,297,298.15,289,294.15,865554,HCLTECH
17-06-2004,294,294.8,286.15,293.45,996060,HCLTECH
18-06-2004,296,297.9,285.25,291.35,698163,HCLTECH
21-06-2004,292.6,296.4,287,288.05,465391,HCLTECH
22-06-2004,288.5,293.4,286,292.25,593067,HCLTECH
23-06-2004,294,301.5,288.05,293.4,1309782,HCLTECH
24-06-2004,295.75,306.5,290.35,302.5,802018,HCLTECH
25-06-2004,304,307,297.75,302.55,861895,HCLTECH
28-06-2004,305,309.9,302.15,308.85,883789,HCLTECH
29-06-2004,310,313.3,302.5,308,1212236,HCLTECH
30-06-2004,310,310,297.1,298.5,749171,HCLTECH
01-07-2004,299,305.45,293.2,304.25,600736,HCLTECH
02-07-2004,300.1,307.9,296.05,302,684344,HCLTECH
05-07-2004,303.6,306.1,296.25,298.8,526230,HCLTECH
06-07-2004,297.7,300.7,292,299.4,670179,HCLTECH
07-07-2004,300,301.4,274.6,279.65,2387274,HCLTECH
08-07-2004,283.5,294.75,275,291.55,2258674,HCLTECH
09-07-2004,287,294,271,292.85,608043,HCLTECH
12-07-2004,293,299.95,292,294.45,433544,HCLTECH
13-07-2004,296.5,303.9,296,297.75,852344,HCLTECH
14-07-2004,299,305.5,296.15,297.1,995014,HCLTECH
15-07-2004,297.5,304.45,296.4,303.4,580826,HCLTECH
16-07-2004,305,308.4,301.05,306.45,789604,HCLTECH
19-07-2004,303,308.95,302,303.35,592637,HCLTECH
20-07-2004,300.9,303.9,296.3,298.25,394451,HCLTECH
21-07-2004,301.9,305.1,297.05,301.35,515343,HCLTECH
22-07-2004,307,307,300.1,301.15,458886,HCLTECH
23-07-2004,301.9,312.7,301.9,306.1,713133,HCLTECH
26-07-2004,305,313.6,302.35,312,875725,HCLTECH
27-07-2004,314.9,319.4,303.2,305.15,1154072,HCLTECH
28-07-2004,308,315.4,304.05,313.85,1142086,HCLTECH
29-07-2004,316,316.7,310.05,313,939831,HCLTECH
30-07-2004,316,320,314,316,906368,HCLTECH
02-08-2004,319.5,319.5,311.1,312.55,389409,HCLTECH
03-08-2004,312.1,315.9,307.8,309.3,563809,HCLTECH
04-08-2004,305,310.9,304.15,306.55,374486,HCLTECH
05-08-2004,300.3,314.4,300.3,313.2,498595,HCLTECH
06-08-2004,310,319.35,310,318,1196985,HCLTECH
09-08-2004,316,324,312.6,323.35,796674,HCLTECH
10-08-2004,325,327.45,321.6,324.9,1269353,HCLTECH
11-08-2004,325,332.4,322.65,324,1074918,HCLTECH
12-08-2004,315.25,325.8,315.25,319.9,646509,HCLTECH
13-08-2004,315.3,320.8,315,316.8,375763,HCLTECH
16-08-2004,319,321.9,312.5,319.15,391534,HCLTECH
17-08-2004,321.5,323.85,316,318.5,514381,HCLTECH
18-08-2004,317.5,317.9,313.1,314.05,302896,HCLTECH
19-08-2004,317,322.8,315.1,319.65,692523,HCLTECH
20-08-2004,317,320,314.6,316.65,253355,HCLTECH
23-08-2004,314.1,322,314.1,316.7,351527,HCLTECH
24-08-2004,316.5,321.25,316.5,320.3,263928,HCLTECH
25-08-2004,323,326,315.3,318.3,538804,HCLTECH
26-08-2004,318,327.9,318,325.95,930847,HCLTECH
27-08-2004,325,328.75,318.35,319.55,605764,HCLTECH
30-08-2004,320.5,322.5,316.5,317.95,276982,HCLTECH
31-08-2004,318.6,320.7,317,318.5,243180,HCLTECH
01-09-2004,322.8,322.8,317.55,318.8,166722,HCLTECH
02-09-2004,319,324.7,318.6,321.15,307287,HCLTECH
03-09-2004,323,324,320.15,321.4,189581,HCLTECH
06-09-2004,323.85,328,321.5,325.4,267347,HCLTECH
07-09-2004,326,331.95,325,329.2,488395,HCLTECH
08-09-2004,330,334,329.5,331.75,419708,HCLTECH
09-09-2004,333,335.25,327.3,328.75,294329,HCLTECH
10-09-2004,333.9,338,328,337.2,573616,HCLTECH
13-09-2004,342.8,342.8,338,339.2,393481,HCLTECH
14-09-2004,343.4,349.8,338.65,347.75,687803,HCLTECH
15-09-2004,350,361,341,344.3,2715828,HCLTECH
16-09-2004,345,351.5,341.1,350.65,880809,HCLTECH
17-09-2004,353,353.8,347.3,352.15,739878,HCLTECH
20-09-2004,352.15,355,344.1,345.55,662692,HCLTECH
21-09-2004,342,361,342,358.95,1385540,HCLTECH
22-09-2004,358.2,360,352.1,357.35,399423,HCLTECH
23-09-2004,358,358,349,350.85,514290,HCLTECH
24-09-2004,345.05,355.5,345.05,349,549793,HCLTECH
27-09-2004,347.25,350.9,343.2,347.65,254409,HCLTECH
28-09-2004,347,349.45,341.25,342.65,302288,HCLTECH
29-09-2004,345,352,341.25,349.7,634956,HCLTECH
30-09-2004,350.1,358,350.1,356.2,524926,HCLTECH
01-10-2004,356.75,375.7,352,371.7,930481,HCLTECH
04-10-2004,375,377.45,355,370.3,595221,HCLTECH
05-10-2004,373.5,374.8,368.1,372.15,391393,HCLTECH
06-10-2004,373,374.2,362.7,369.95,982794,HCLTECH
07-10-2004,369.95,377,367.75,375.3,574776,HCLTECH
08-10-2004,378.1,392.5,370,388.8,1292242,HCLTECH
09-10-2004,388,389,380,386,105544,HCLTECH
11-10-2004,387.2,393,385.25,386.9,599980,HCLTECH
12-10-2004,384.8,395,383,390.2,901696,HCLTECH
14-10-2004,395,403.5,386.25,399.95,857603,HCLTECH
15-10-2004,402.5,407,394.4,397.05,938883,HCLTECH
18-10-2004,400,400,389.6,392.3,310774,HCLTECH
19-10-2004,390,396.8,390,395.4,310141,HCLTECH
20-10-2004,398,398,360.6,386.8,522784,HCLTECH
21-10-2004,388,388,372.15,374.95,849772,HCLTECH
25-10-2004,375,375.9,361.1,367,871864,HCLTECH
26-10-2004,365.3,374.8,336.3,368.75,950232,HCLTECH
27-10-2004,368,372.9,365,369.45,348587,HCLTECH
28-10-2004,372.4,376.85,366.2,370.15,1322815,HCLTECH
29-10-2004,372,376.45,362.25,364.15,819137,HCLTECH
01-11-2004,365,365,355,360.85,822778,HCLTECH
02-11-2004,362,364.25,358.05,360.05,909267,HCLTECH
03-11-2004,362.9,370.8,362.05,368,654627,HCLTECH
04-11-2004,375,375,365.65,367.3,403575,HCLTECH
05-11-2004,363,369.8,361.25,364.65,568499,HCLTECH
08-11-2004,362.25,367,357.25,358.7,1142526,HCLTECH
09-11-2004,359.8,362.9,356,361.35,555050,HCLTECH
10-11-2004,363,364.8,360.25,361.8,248777,HCLTECH
11-11-2004,363.3,363.55,358.3,360.4,308681,HCLTECH
12-11-2004,362.95,362.95,358.05,360.45,72388,HCLTECH
16-11-2004,361,362,351,360.95,201331,HCLTECH
17-11-2004,360,360.95,353.3,356.35,1561618,HCLTECH
18-11-2004,360.95,367.8,357.3,366.5,697908,HCLTECH
19-11-2004,370,373.9,362.1,363.1,700179,HCLTECH
22-11-2004,362.9,362.9,355,361.55,360619,HCLTECH
23-11-2004,360.6,370,360.6,366.95,595267,HCLTECH
24-11-2004,369,372.8,363.1,367.95,758140,HCLTECH
25-11-2004,373.1,377.8,365.3,367.85,1168787,HCLTECH
29-11-2004,365.1,375.55,365.1,372.75,558526,HCLTECH
30-11-2004,375.1,378.9,371.3,373.2,444113,HCLTECH
01-12-2004,374.9,375,366.5,373,582097,HCLTECH
02-12-2004,375,377.9,368.3,371.1,702785,HCLTECH
03-12-2004,371.5,372.5,363.5,367,1036444,HCLTECH
06-12-2004,369.7,369.7,362.1,366.7,335738,HCLTECH
07-12-2004,373,373,362.5,364.6,236335,HCLTECH
08-12-2004,362,363.5,348.7,349.85,505540,HCLTECH
09-12-2004,352,352.7,341.5,343.6,834894,HCLTECH
10-12-2004,346.9,350.9,345.7,348.85,573569,HCLTECH
13-12-2004,349.05,353.5,344.1,349.65,882975,HCLTECH
14-12-2004,353,353,334.25,349.3,912897,HCLTECH
15-12-2004,342.2,355.4,342.2,352.85,1044393,HCLTECH
16-12-2004,355,356,349.3,351.4,428113,HCLTECH
17-12-2004,352.7,355.9,351.05,354.85,415888,HCLTECH
20-12-2004,354.9,360,349.25,358.75,553445,HCLTECH
21-12-2004,359.95,365,358,363.3,527978,HCLTECH
22-12-2004,365,368.35,355.9,361.95,678022,HCLTECH
23-12-2004,360.2,364.9,358,360.7,279662,HCLTECH
24-12-2004,363.5,364.5,357,360.2,192422,HCLTECH
27-12-2004,358.9,362,355.6,357.4,210745,HCLTECH
28-12-2004,358,360.9,353.2,354.65,371090,HCLTECH
29-12-2004,357.9,358,347.2,348.4,612820,HCLTECH
30-12-2004,355,355,333.1,336.05,1131639,HCLTECH
31-12-2004,345,346.4,339,343.95,324506,HCLTECH
03-01-2005,347,351,343.05,349.8,324686,HCLTECH
04-01-2005,350,352,345.3,347.3,226760,HCLTECH
05-01-2005,346.1,348,325,334.85,225119,HCLTECH
06-01-2005,340,340,318,321.85,463177,HCLTECH
07-01-2005,329.8,329.8,321.5,326.4,235475,HCLTECH
10-01-2005,329.9,330,309.1,312.15,538317,HCLTECH
11-01-2005,313.2,325.9,309.5,313,853463,HCLTECH
12-01-2005,324.8,324.8,307.5,311.4,647680,HCLTECH
13-01-2005,313.1,318.9,312,314.95,320558,HCLTECH
14-01-2005,315,316.9,304,305.95,460085,HCLTECH
17-01-2005,306.1,308,294.5,302.2,500516,HCLTECH
18-01-2005,302.1,315.05,302.1,311.15,1239585,HCLTECH
19-01-2005,314.8,317.75,307.2,309.5,385207,HCLTECH
20-01-2005,301.1,318.95,301.1,315.1,639321,HCLTECH
24-01-2005,318,323,313.5,320.6,786173,HCLTECH
25-01-2005,320.1,325.8,313.15,323.6,671867,HCLTECH
27-01-2005,321,332,318,322.85,1873412,HCLTECH
28-01-2005,325,330.9,323.65,327.15,467878,HCLTECH
31-01-2005,330,333,327,330.65,179480,HCLTECH
01-02-2005,330.7,334.45,324.3,333.05,405428,HCLTECH
02-02-2005,334.95,341.9,333,338.1,471200,HCLTECH
03-02-2005,338.1,347,330.5,341.05,324164,HCLTECH
04-02-2005,343,350,338,347.25,472525,HCLTECH
07-02-2005,350,351.4,339,340.3,245287,HCLTECH
08-02-2005,342,345,336,342.2,383375,HCLTECH
09-02-2005,349,359,343.15,344.45,407582,HCLTECH
10-02-2005,346.1,346.5,340.65,345.45,183855,HCLTECH
11-02-2005,348,352.95,344.75,351.1,611951,HCLTECH
14-02-2005,355,361,351.25,358.1,1144380,HCLTECH
15-02-2005,357,358.9,332.2,350.95,563088,HCLTECH
16-02-2005,354.8,354.8,347.15,350.5,569654,HCLTECH
17-02-2005,350.5,350.5,338.1,343.05,304383,HCLTECH
18-02-2005,347.8,350,341.65,343.65,199777,HCLTECH
21-02-2005,340.5,343.25,338.05,340.25,183811,HCLTECH
22-02-2005,339.95,340.9,333.1,336.2,332076,HCLTECH
23-02-2005,338,338,331.35,333.15,347381,HCLTECH
24-02-2005,333.1,335.45,323.75,326.15,493760,HCLTECH
25-02-2005,331.8,335.9,327.15,330.1,289476,HCLTECH
28-02-2005,332,340,324,338.65,266740,HCLTECH
01-03-2005,339.7,339.7,328.05,329.65,113052,HCLTECH
02-03-2005,330.05,333.45,326,332.5,245419,HCLTECH
03-03-2005,333,338.5,330.6,337.35,210910,HCLTECH
04-03-2005,332.55,349,332.55,345.35,476941,HCLTECH
07-03-2005,348,351.5,341.05,349.95,476090,HCLTECH
08-03-2005,350,359.4,347,356.8,1065706,HCLTECH
09-03-2005,354,364.3,353,357.1,689688,HCLTECH
10-03-2005,358,365,351.1,363.25,489743,HCLTECH
11-03-2005,365,366.9,358.2,360.8,623711,HCLTECH
14-03-2005,328.3,374.5,328.3,370.65,1433431,HCLTECH
15-03-2005,372.1,374.5,365,366.7,853694,HCLTECH
16-03-2005,365.95,372.2,365.5,367.05,436817,HCLTECH
17-03-2005,367,375.75,362.7,365.25,600331,HCLTECH
18-03-2005,366,372.9,360.7,365.2,431641,HCLTECH
21-03-2005,367,371.5,358.05,359.45,765256,HCLTECH
22-03-2005,361,363,351,352.7,387189,HCLTECH
23-03-2005,351,355.9,346.05,348.3,378172,HCLTECH
24-03-2005,368.9,368.9,336.55,349.55,232889,HCLTECH
28-03-2005,349,356.95,346.15,351.9,309507,HCLTECH
29-03-2005,353,355,334.15,344.25,860170,HCLTECH
30-03-2005,347,358.95,344,356.9,1112160,HCLTECH
31-03-2005,366.5,377.2,359.25,372.5,1127812,HCLTECH
01-04-2005,371,386.45,367.15,383.55,753690,HCLTECH
04-04-2005,384,384,370,377.6,829255,HCLTECH
05-04-2005,375.25,385,374,382.75,801467,HCLTECH
06-04-2005,382,386,376.15,379.95,570128,HCLTECH
07-04-2005,382.8,392.75,375.5,377.85,1013844,HCLTECH
08-04-2005,380,380.5,369.05,370.6,517321,HCLTECH
11-04-2005,362,372,362,368.85,372123,HCLTECH
12-04-2005,370,371.9,361,370.15,318147,HCLTECH
13-04-2005,372,378,368.7,376.15,516311,HCLTECH
15-04-2005,364.5,366,350,360.75,327475,HCLTECH
18-04-2005,358.1,367.9,341,357.95,399297,HCLTECH
19-04-2005,360,362.9,335,342.9,276946,HCLTECH
20-04-2005,343,347.1,333.05,344.45,217727,HCLTECH
21-04-2005,346,355.5,339.75,350.25,244480,HCLTECH
22-04-2005,357,379.8,354,370.05,846109,HCLTECH
25-04-2005,379.25,407,342.2,358.7,2426217,HCLTECH
26-04-2005,358.8,358.8,345.2,347.4,842134,HCLTECH
27-04-2005,346.4,346.4,338.5,341,447448,HCLTECH
28-04-2005,345,352.9,335.1,346.55,648280,HCLTECH
29-04-2005,348.9,348.9,330.5,334.85,373413,HCLTECH
02-05-2005,340,340,331.1,338.35,146538,HCLTECH
03-05-2005,342,344.25,336,340.3,238100,HCLTECH
04-05-2005,341,343.85,337.5,341.2,132031,HCLTECH
05-05-2005,345,347.95,340.55,342.15,295153,HCLTECH
06-05-2005,342.05,350,338,347.2,134829,HCLTECH
09-05-2005,348.5,354,348.5,352.4,342031,HCLTECH
10-05-2005,353,359,341.75,357.4,270907,HCLTECH
11-05-2005,355,355.95,345,346.85,302110,HCLTECH
12-05-2005,345.15,359,345.15,355.35,183257,HCLTECH
13-05-2005,358,358.5,349.2,353.75,150024,HCLTECH
16-05-2005,356,357.25,342,347.75,285995,HCLTECH
17-05-2005,367,367,341.55,343.5,220529,HCLTECH
18-05-2005,347,347,334.6,338.1,248810,HCLTECH
19-05-2005,340,349.7,339.2,341.45,168690,HCLTECH
20-05-2005,343,345,339.4,343.35,169444,HCLTECH
23-05-2005,347,352.9,339.1,350.4,268733,HCLTECH
24-05-2005,355,356,350.05,353.4,120272,HCLTECH
25-05-2005,355,365.5,354.1,364.6,532870,HCLTECH
26-05-2005,364.6,378.5,362,376.1,957468,HCLTECH
27-05-2005,376.1,380.1,363.3,367.05,568817,HCLTECH
30-05-2005,367,373.2,356.6,358.95,158969,HCLTECH
